Question Type: multipleresponse,Parent Category,Category,Random Answers,Grade Style,Correct Feedback,Incorrect Feedback,Points,Question,Correct,Answer A,Answer B,Answer C,Answer D,Answer E,Answer F,Answer G,Answer H,Answer I,Answer J
multiplechoice,PSPO II,Scaling,Yes,"Continuous integration and a shared DoD ensure a releasable, integrated Increment each Sprint, reducing risk. Taxonomy: Scaling; Structure: Scaling decision across multiple teams; Scrum Guide: Definition of Done, Increment.",Delayed or outsourced integration increases risk and reduces transparency. Taxonomy: Scaling; Structure: Scaling decision across multiple teams; Scrum Guide: integrated Increment.,1,"Your release train suggests delaying integration until the end of the PI to reduce conflicts. As Product Owner, what do you advocate?",B,End-of-PI integration because it's efficient.,Continuous integration with shared DoD to produce an integrated Increment every Sprint.,Integration only when the release date is near.,Integration handled by a separate team to reduce burden.,,,,,,,
multiplechoice,PSPO II,Efficiency Trap,Yes,"Focusing on the Sprint Goal and limiting WIP improves flow and value; utilization maximization often harms throughput. Taxonomy: Efficiency Trap; Structure: Efficiency versus value tradeoff; Scrum Guide: Sprint Goal, empiricism.","Adding unrelated work or shuffling people fuels context switching and delays. Taxonomy: Efficiency Trap; Structure: Efficiency versus value tradeoff; Scrum Guide: focus, commitment.",1,A team argues for adding work to maximize utilization when blocked. What should the Product Owner encourage?,B,Add unrelated items to keep everyone busy.,Use the Sprint Goal to limit WIP and focus on unblocking the highest-value path; avoid local utilization optimization.,Increase parallel work across all items to reduce idle time.,Swap people across teams mid-Sprint to keep utilization high.,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"The Product Owner should maintain alignment to the Product Goal while keeping transparency and engagement, capturing the request in the Product Backlog and using the Sprint Review for inspection and adaptation.",Bypassing the Product Goal to push work into the Sprint Backlog undermines focus. Excluding stakeholders reduces transparency. Splitting the Sprint breaks the Sprint timebox and focus.,1,Two high-value Product Backlog Items (PBIs) are next: a user-facing capability promised in a marketing webinar next month and an internal refactor that would cut average lead time by 20% but may delay the capability by a Sprint. What should the Product Owner do to maximize value?,C,"Defer the refactor until the capability ships, since external commitments always outrank internal work",Order the refactor first because faster lead time will always produce more value long term,"Assess impact on the Product Goal and near-term cost of delay, make the trade-off transparent, and order the PBIs accordingly",Ask the Scrum Master to decide to avoid bias,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"Value is measured by outcomes like activation, not just output. The Product Owner should pivot ordering to learn and improve outcomes, updating success measures as needed.",Adding people or freezing scope confuses output with outcomes. Resetting the Product Goal is premature without inspection and evidence.,1,A senior stakeholder insists on a feature that conflicts with the current Product Goal. What is the most appropriate Product Owner response?,B,Add it to the Sprint Backlog to keep the stakeholder engaged,"Explain how it may fit a future Product Goal, invite them to Sprint Review, and capture it on the Product Backlog transparently",Decline the request and remove the stakeholder from reviews,Ask Developers to split the Sprint to address both directions,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Hiding the Product Backlog from stakeholders reduces transparency and impedes effective inspection and adaptation.,"The other options promote clarity of purpose and traceability to outcomes, which increase transparency.",1,Your product analytics show a decline in activation for a newly released feature despite high delivery throughput. What is the best Product Owner action?,B,Increase the team's velocity by adding more Developers,Re-order the Product Backlog to run experiments aimed at improving activation and revisit success metrics,"Freeze scope until the roadmap is delivered, then assess activation",Escalate to management to reset the Product Goal immediately,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"Clarifying what evidence is needed, ensuring the Increment is transparent, and adjusting ordering based on impact aligns stakeholder needs with empiricism and value.",Premature commitments ignore empirical planning. Replacing Sprint Review loses feedback. A separate backlog fractures transparency.,1,Which action most reduces Product Backlog transparency across the organization?,C,Using plain-language items with a clear purpose statement,Keeping acceptance criteria and value rationale visible,Restricting access to the Product Backlog to the Scrum Team only,Linking items to measurable outcomes,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,"Ordering should reflect expected impact on the Product Goal and cost of delay. If the tool does not unlock near-term outcomes or mitigate critical risks, defer and re-check when evidence changes.",Blanket rules ignore context. Asking the Scrum Master to decide abdicates Product Owner accountability for value.,1,A regulator requests a walkthrough next week of how your product meets new compliance rules. What should the Product Owner do first?,C,Commit to build all compliance features before the walkthrough,Ask the Scrum Master to cancel Sprint Review and run a compliance demo instead,"Coordinate with stakeholders to clarify acceptance criteria and evidence needs, ensure current Increment transparency, and adjust ordering if needed",Create a separate compliance backlog managed outside Scrum,Promise a fixed scope and date to avoid penalties,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"Explicit value hypotheses and related measures improve shared understanding and enable better inspection, adaptation, and ordering.",Technical tasking narrows context. Omitting criteria and hiding items reduce transparency and hamper empiricism.,1,Developers propose building a sophisticated internal tool that could reduce test time in six months. The next quarter has aggressive revenue targets tied to specific experiments. What is the most value-conscious decision?,C,Order the tool immediately; technical excellence always precedes outcomes,Reject the tool categorically; only revenue work is valid,"Delay the tool unless it can demonstrably accelerate near-term experiments or reduce key risks, then re-evaluate with evidence",Let the Scrum Master arbitrate the trade-off,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,The Product Owner must be the single point for value decisions. Encourage participation through appropriate Scrum events and ensure requests flow via the Product Backlog.,Excluding stakeholders harms collaboration. Ignoring inputs reduces learning. Blindly accepting mid-Sprint scope breaks focus and transparency.,1,Which practice best increases the Product Backlog's inspectability during refinement?,B,Rewriting items as technical tasks for faster estimation,Making the value hypothesis explicit and linking metrics for each item,Removing acceptance criteria until Developers ask for them,Keeping items hidden until just before Sprint Planning,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,"If the Product Goal emphasizes learning, earlier release of a viable Increment enables faster inspection and adaptation, improving value discovery.",Perfectionism delays learning and increases cost of delay. Forcing more capacity ignores sustainable pace and reality of forecasting.,1,A key stakeholder regularly bypasses the Product Owner and gives Developers mid-Sprint direction. What is the strongest Product Owner action?,C,Ask the Scrum Master to remove the stakeholder from the project,Direct Developers to ignore the stakeholder entirely,"Reinforce the single voice for value decisions, invite the stakeholder to Sprint Review, and channel requests through the Product Backlog",Accept the requests to maintain goodwill,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"A single Product Backlog for the product preserves transparency and a single source for ordering. Views may differ, but ownership should not be fragmented.",Forking backlogs destroys transparency and undermines ordering. Delegating ownership to the Scrum Master breaks accountabilities. Meetings to merge are wasteful and error-prone.,1,Your team can either ship a minimal solution in two Sprints or a polished version in four. The Product Goal centers on early adoption learning. What should the Product Owner choose?,A,"Order the minimal solution to learn from real usage sooner, planning follow-ups based on evidence",Always choose the polished version to avoid technical debt,Delay both until stakeholders agree on the perfect spec,Ask Developers to increase capacity to do both in two Sprints,,,,,,,
multiplechoice,PSPO I,Stakeholder Interaction,Yes,Sprint Review is for collaborative inspection of the Increment and Product Backlog adaptation. Reducing it to a one-way demo undermines empiricism.,Email summaries or demo-only sessions remove feedback loops. Changing Sprint length for schedules breaks Scrum's timeboxing.,1,A distributed organization demands that the Product Backlog be duplicated into multiple departmental tools for local optimization. What is the Product Owner's best stance?,A,Maintain a single authoritative Product Backlog and provide read access; integrate views if needed without forking ownership,Allow each department to own a forked copy so they can order independently,Keep separate backlogs and sync them after each Sprint,Let the Scrum Master manage the synchronization between tools,Create a monthly consolidation meeting to merge changes,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,Aligning items to outcome hypotheses and pruning low-transparency work improves focus and value delivery.,Freezing intake ignores learning. Chasing velocity confuses output with value. Politics-based prioritization reduces transparency and value.,1,"A sponsor asks the Product Owner to skip stakeholder questions during Sprint Review to ""save time."" What is the best response?",C,Agree and email a summary instead,Run a separate demo without Developers,Decline; keep the Sprint Review interactive to inspect the Increment and adapt the Product Backlog,Shorten the Sprint to fit the sponsor's calendar,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"A single Product Backlog with clear tagging, outcome measures, and ordering rationale preserves transparency while supporting multiple segments.",Multiple backlogs break transparency. Hiding items reduces inspectability. Component grouping biases toward output/task focus over value.,1,The Product Owner inherits a long Product Backlog with weak rationale. What is the strongest first step to maximize value quickly?,B,Freeze new items until the list is finished,Conduct a rapid ordering workshop with stakeholders using outcome hypotheses and prune items with unclear value,Increase the team's velocity to burn through the list,Assign priorities based on who shouted loudest historically,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,The Product Owner decides ordering using evidence tied to the Product Goal and makes the rationale transparent to stakeholders.,Delegation of decision abdicates accountability. Funding-based favoritism erodes value focus. Adding mid-Sprint scope breaks focus.,1,A Product Owner wants to increase Product Backlog transparency for a complex platform serving three user segments. What technique is most effective?,B,Create three separate product backlogs so each segment is isolated,Maintain one Product Backlog and tag items by segment with explicit outcome measures and ordering rationale,Hide long-term items to reduce noise,Group all items by components so Developers can self-assign,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"Ordering should be driven by expected value impact (e.g., key outcomes) and risk, not effort or seniority.","Ease, seniority, or technology novelty are weak value signals if not tied to outcomes.",1,Two powerful stakeholders disagree on which feature should be next. What should the Product Owner do?,C,Ask the Scrum Master to mediate and decide,Order by who funds more of the team,"Use data against the Product Goal (evidence, cost of delay, risk) to make and explain a transparent ordering decision",Add both features to the current Sprint to avoid conflict,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Expressing PBIs as value slices with outcome measures and DoD alignment increases transparency and supports inspection and adaptation.,Adding granularity without purpose adds noise. Moving tasks or component grouping favors output over value and obscures outcomes.,1,A Product Owner is deciding whether to build a complex reporting feature or invest in improving onboarding completion. Both align to the Product Goal. Which factor should weigh most in ordering?,C,Which item is easier to estimate,Which stakeholder is more senior,Which item has higher expected impact on key outcome metrics given uncertainty,Which item uses the latest technology,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"The Product Owner should protect Sprint Goal focus, capture the new request transparently, and consider release timing separately from Sprint scope.",Overtime or extending Sprints compromise sustainable pace and timeboxing. Silent scope swaps break transparency and self-management.,1,Your Product Backlog contains items written as tasks detached from user outcomes. What is the most immediate improvement?,A,"Rewrite items as thin slices that include purpose, outcome measure, and Definition of Done alignment",Add more tasks so estimates are more granular,Move tasks into the Sprint Backlog without changes,Group tasks by component to simplify work assignment,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"Effective refinement with stakeholders improves clarity, purpose, and acceptance criteria, increasing transparency and Sprint focus.",Task detail without clarity misses the problem. Freezing change fights empiricism and collaboration.,1,A stakeholder asks to add scope late in the Sprint to address a marketing event. The Sprint Goal would be at risk. What is the Product Owner's best approach?,B,Accept the request if Developers can work overtime,"Negotiate options: keep Sprint Goal intact, capture the new item in the Product Backlog, and explore release timing separate from Sprint scope",Extend the Sprint by a few days,Swap out Sprint Backlog items of similar size without involving Developers,,,,,,,
multiplechoice,PSPO I,Stakeholder Interaction,Yes,Sprint Review enables inspection of the Increment and adaptation of the Product Backlog; roadmaps should be informed by ongoing learning.,Canceling or replacing with email removes feedback loops; mandating attendance without purpose risks compliance over collaboration.,1,Developers complain that most PBIs have unclear acceptance criteria and change after Sprint Planning. What should the Product Owner do first?,B,Add more detailed tasks to each PBI,"Improve refinement with stakeholders to clarify purpose, acceptance criteria, and value signals before Sprint Planning",Delay Sprints until all criteria are fixed,Ask the Scrum Master to enforce no-changes policy,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Empiricism calls for running small experiments and updating ordering based on evidence to maximize value.,Deferring adaptation or padding estimates avoids addressing the value hypothesis.,1,"A VIP asks to skip Sprint Review because ""the roadmap is already decided for the year."" What is the most appropriate Product Owner reply?",B,Agree and cancel Sprint Reviews for the quarter,"Invite them to attend, explain the purpose of inspecting the Increment and adapting the Product Backlog, and show how insights reshape the roadmap",Ask the Scrum Master to enforce mandatory attendance,Share a progress email instead of a live review,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Embedding intended outcomes and measures within each PBI increases artifact transparency and enables better inspection and adaptation.,Estimate precision and restricting to technical work miss the problem; separate documents reduce transparency.,1,The Product Owner suspects the top-ordered PBIs are not the best route to the Product Goal due to a change in customer behavior. What is the best next step?,B,Maintain the order until the roadmap ends,Run small experiments to validate assumptions and re-order based on evidence,Ask Developers to estimate again with bigger buffers,Wait for the next quarterly planning cycle,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,"Ordering decisions belong to the Product Owner and should be grounded in value and cost of delay, with transparent rationale and stakeholder input.",Funding-based ordering and mid-Sprint injections undermine value focus and Sprint integrity. Deferring to Developers abdicates PO accountability.,1,Backlog items frequently arrive at Sprint Planning with no clear outcome measure. Which change most improves transparency?,A,Adopt a policy that each PBI includes an intended outcome and a measurable signal before it can be considered for a Sprint,Increase estimate precision to two decimals,Only allow technical items into the next Sprint,Create a separate outcomes document outside the Product Backlog,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Scrum embraces empiricism. Refine just enough for near-term planning; expect adaptation as Increments are inspected.,Front-loading detail seeks false certainty and reduces adaptability.,1,A new stakeholder joins and insists their requests must be done first because they fund 40% of the budget. What should the Product Owner do?,B,Reorder the Product Backlog to reflect funding share,"Explain the ordering is based on value toward the Product Goal and cost of delay, invite them to contribute evidence, and keep rationale transparent",Add their top request into the current Sprint to prove goodwill,Ask Developers to handle the politics,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,Outcome-oriented roadmaps guided by Product Goals and empirical learning enable value maximization and adaptation.,Fixed scope or task-focused plans confuse forecast with commitment and reduce value focus.,1,The Product Owner wants to refine 200 PBIs before starting Sprints to avoid change. What is the best Scrum-aligned advice?,A,Refine just enough to enable near-term Sprints and welcome change based on inspection of Increments,Complete all refinement now for predictability,Hold multiple 8-hour refinement sessions to front-load detail,Pause Sprints until everything is elaborated,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Transparency requires the Product Backlog and ordering rationale be accessible and understandable; collaboration in refinement can help.,Hiding information undermines transparency; monthly PDFs are stale and reduce inspectability.,1,Executives pressure the Product Owner to present a fixed 12-month feature list. What is the best stance?,B,Provide a fixed list and avoid changes,"Provide a roadmap tied to Product Goals and expected outcomes, with evidence-based adaptation each Sprint",Provide a capacity plan with task lists,Ask Developers to sign a commitment to deliver all items,,,,,,,
multiplechoice,PSPO I,PO Authority,Yes,"Ordering should consider risk to achieving the Product Goal and cost of delay; if the risk is material and near-term, elevating it is value-maximizing.",Ignoring risks is reactive. Blanket infrastructure-first or delegating decision abdicate PO accountability and context.,1,Your Product Backlog lives in a tool only Developers can access. Stakeholders claim surprise at Sprint Review. What should the Product Owner change?,B,Nothing; stakeholders should trust the team,Share access to the Product Backlog and improve ordering rationale visibility; invite stakeholders to refinement when helpful,Send stakeholders a monthly PDF export,Track only tasks so it's easier to read,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Items need clear purpose and value to be transparent and inspectable; otherwise prune or clarify before selection.,Auto-pushing or keeping vague reduces transparency. Splitting backlogs fragments ownership.,1,A large infrastructure item has unclear user impact but removes a scaling risk that could block growth in two months. How should the Product Owner proceed?,B,Ignore it until customers complain,Order it only if the risk materially threatens the Product Goal within the planning horizon and make that rationale explicit,Always prioritize infrastructure over features,Ask the Scrum Master to decide,,,,,,,
multiplechoice,PSPO I,Stakeholder Interaction,Yes,"Clarify the outcomes behind requests, explore solution options, and make a value- and risk-informed ordering decision toward the Product Goal.","Seniority-based choices, overloading a Sprint, or deferring learning weakens value focus and empiricism.",1,"The Product Backlog contains several items labeled ""misc tech debt"" with no context. What is the best Product Owner action?",B,Push them into the next Sprint to clear the slate,"Remove or rewrite them with clear purpose, value impact, and acceptance criteria before considering for a Sprint",Leave them as-is; Developers know what to do,Create a separate tech-debt backlog owned by Developers,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Integrating quality and compliance into the Definition of Done and PBIs increases transparency and enables releasing any time DoD is met.,Parallel backlogs fragment transparency; project-end releases ignore iterative delivery; delegating approvals to SM breaks accountabilities.,1,Two enterprise clients demand mutually exclusive behaviors in the same area. What is the most effective Product Owner move?,B,Pick the bigger client's request,"Discover underlying outcomes, explore configuration or experiments, and order the options based on value and risk to the Product Goal",Ask Developers to implement both paths in the same Sprint,Park both until the next annual roadmap refresh,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,The Product Owner safeguards alignment to the Product Goal and values; decline conflicting requests while exploring alternative outcomes transparently.,"Adding it mid-Sprint, covert work, or avoidance undermines focus, ethics, and transparency.",1,Company policy mandates separate security approval before release. How should the Product Owner handle this in Scrum?,B,Create a parallel security backlog unconnected to Scrum,Incorporate security criteria into the Definition of Done and order PBIs to meet it; collaborate to enable release anytime the Increment meets DoD,Release only at the end of projects,Ask the Scrum Master to own approvals,,,,,,,
multiplechoice,PSPO I,Product Backlog Transparency,Yes,Empiricism requires adapting ordering based on inspection of outcomes. Communicating rationale maintains transparency.,"Sticking to plan, changing Sprint length, or task-based ordering confuses output with value and resists learning.",1,A stakeholder requests a feature that directly conflicts with ethical use guidelines set as part of the Product Goal. What should the Product Owner do?,B,Add it to the Sprint Backlog to keep the stakeholder happy,"Decline the request, explain the conflict with the Product Goal and principles, and capture any alternative outcomes for consideration",Ask Developers to implement it quietly,Delay response until the next Retrospective,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,"Value decisions should reflect total cost of ownership and outcome impact, not just revenue or popularity.","Revenue alone, enthusiasm, or request order are weak proxies for value without cost and outcome context.",1,Your Product Backlog ordering has stayed constant for three months despite surprising Sprint Review feedback. What is the best action now?,B,Continue unchanged to honor the original plan,"Revisit ordering using the latest feedback, adjust success measures, and communicate rationale",Increase the Sprint length for more output,Switch to task-based ordering for predictability,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,Using horizon tagging with outcome links keeps a single Product Backlog transparent and inspectable across time horizons.,Spreadsheets and hiding items hurt transparency; component ordering biases output over outcomes.,1,A heavily requested feature would deliver value but multiplies operational costs by 3x. What should the Product Owner consider most in ordering?,B,Only top-line revenue,Total cost of ownership and impact on key outcomes,Developer enthusiasm,Who requested it first,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Releases are business decisions; Increments can be released whenever valuable. Sprint length is independent of release timing.,Scrum does not mandate fixed release cadence. Slowing delivery and extending Sprints break empiricism and timeboxing.,1,A Product Backlog is becoming hard to understand across multiple time horizons. What is the best approach to keep it transparent without creating separate backlogs?,A,"Tag items by horizon (near-term, mid-term, exploratory) with clear ordering rationale and outcome links",Move mid- and long-term items to a separate spreadsheet,Hide exploratory items until they are near-term,Order by component to simplify team assignment,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Releasing when valuable is independent of Sprint boundaries; feature flags with monitoring can manage risk if the Increment meets DoD.,Risk elimination can cause unnecessary delay. Unmonitored release reduces transparency. Tying to Sprint boundaries is unnecessary.,1,"The company wants to release only at quarter end to synchronize marketing, but your Increment often meets the Definition of Done earlier. What is the right Product Owner stance?",B,Release only at quarter end; Scrum requires fixed release schedules,"Coordinate with stakeholders to release when valuable, even multiple times per Sprint, while aligning messaging as needed",Prevent Developers from finishing early to avoid extra releases,Extend Sprints to match quarter end,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,"Scrum uses forecasts, not hard commitments to specific scope; focus is on achieving Sprint Goals and adapting based on evidence.",Hard commitments and guaranteed velocity conflict with empiricism and adaptability.,1,A capability is market-critical but increases operational risk. Two release options exist: ship behind a feature flag now or delay for more hardening. What should the Product Owner decide?,B,Delay release until risk is fully eliminated,"Release behind a feature flag if the Increment meets the Definition of Done and monitoring mitigates risk, to accelerate learning",Ask Developers to release quietly without monitoring,Tie the release to Sprint boundaries only,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Releases can occur any time the Increment meets DoD and it's valuable; Sprint boundaries do not dictate release timing.,Scrum does not restrict releases to Sprint end. Extending Sprints or mini-Sprints violates timeboxing.,1,Leadership expects a detailed commitment on exact scope for the next three Sprints. What is the Product Owner's best response?,A,"Provide a forecast based on current knowledge and Sprint Goal focus, clarifying that scope may adapt as we learn",Sign a commitment contract for exact items,Guarantee velocity to ensure delivery,Fix scope now and disallow changes,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Developers create a forecast to meet the Sprint Goal and may adapt scope and plan during the Sprint.,Task reassignment by PO breaks accountabilities. Fixed scope and velocity obsession conflict with empiricism and focus on the Sprint Goal.,1,You are asked to delay release until the end of the Sprint because a stakeholder equates Sprint completion with ship-readiness. What is correct?,B,Release only at Sprint end to respect Scrum rules,Release whenever it is valuable and the Increment meets the Definition of Done; Sprint end is unrelated,Extend the Sprint to match the needed release time,Create a mini-Sprint for release only,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Scrum expects each Increment to meet the Definition of Done and be releasable without special release Sprints.,Scrum does not mandate release sprints. Allowing special sprints or extending Sprints undermines DoD and timeboxing.,1,"A manager tells Developers they ""committed"" to all items in the Sprint Backlog and cannot remove any, despite an unexpected blockage. What should the Product Owner clarify?",A,The Sprint Backlog is a forecast owned by Developers; focus is on meeting the Sprint Goal while adapting the plan as needed,The Product Owner can reassign tasks to ensure all items complete,The Sprint scope is fixed at Planning and cannot change,Velocity must be met even if the Sprint Goal is missed,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,"In Scrum, the Sprint Goal is the commitment; the Sprint Backlog is a forecast that Developers adapt during the Sprint.","Sign-offs, precision, or longer Sprints seek false certainty and resist empiricism.",1,"A stakeholder wants a ""Release Sprint"" after each development Sprint for testing and packaging. What is the Scrum-consistent response?",B,Agree; Scrum requires release sprints,Reject; ensure the Definition of Done includes all testing and packaging so each Increment is releasable,Allow but only for major releases,Extend Sprint length to accommodate,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Embedding readiness in the Definition of Done and making it transparent ensures each Increment is releasable without extra gates.,Extra sign-offs or withholding releases mask problems. Shortening review reduces feedback.,1,A new process mandates a fixed list of scope for each Sprint as a commitment. What should the Product Owner advocate?,A,"Retain the Sprint Goal as the commitment, allow the Sprint Backlog to remain a forecast that may evolve",Institute sign-offs on each PBI to enforce commitment,Increase estimation precision to lock scope,Plan longer Sprints to commit more confidently,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,"In Scrum, the Sprint Goal is the commitment. Estimates help forecasting; scope can adapt as the team learns.",Treating estimates as binding or equating velocity with commitment conflicts with empiricism.,1,Release readiness checks keep finding gaps after Sprint Review. What should the Product Owner do to improve?,B,Establish a stricter sign-off by stakeholders,Integrate readiness criteria into the Definition of Done and ensure transparency of quality in PBIs and the Increment,Avoid releasing for a few Sprints to build confidence,Shorten the Sprint Review to leave time for extra testing,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,"Focus on outcomes (e.g., churn) over sheer output. Ordering should reflect expected impact on the Product Goal.",Throughput/velocity focus confuses output with value. Deferring to a single customer can bias against broader product value.,1,"A senior leader equates hitting all PBI estimates with ""commitment."" What should the Product Owner explain?",B,Estimates are binding commitments and should be met,The Sprint Goal is the commitment; estimates inform a forecast that can adapt,Developers must add buffers to guarantee delivery,Velocity proves commitment,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Sprint Review is for inspecting progress and adapting the Product Backlog. Releases are independent of the event and may occur anytime value is present.,Review is not a mandatory release event. Rescheduling or special release Sprints conflict with Scrum's empirical cadence.,1,The Product Owner needs to choose between building five small features or one capability expected to reduce churn significantly. What is the best choice?,B,Select the five features to maximize throughput,Choose the churn-reducing capability if evidence indicates higher impact on key outcomes despite lower output,Ask Developers to split the capability so velocity looks better,Let the highest-paying customer decide,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Velocity helps with forecasting but is not a commitment target; Scrum commits to Sprint Goals and outcome value.,Point targets distort behavior. Longer Sprints and adding people may not help and ignore Brooks's law and empirical learning.,1,Stakeholders want a public release ceremony at the Sprint Review. What is the Product Owner's stance?,B,Agree; Sprint Review is the official release event,Explain that Sprint Review inspects the Increment and Product Backlog; releases can happen at any time when valuable,Reschedule the Sprint Review to match the marketing calendar,Split the Sprint to create a separate release Sprint,,,,,,,
multiplechoice,PSPO I,Outcome vs Output,Yes,"Product success is about outcomes (usage, retention). The Product Owner should reorient measures and ordering toward improving these outcomes.",Output focus ignores value. Stopping releases reduces learning.,1,A leader asks for a commitment to deliver 40 points per Sprint to meet a quarterly target. How should the Product Owner respond?,B,Commit to 40 points and adjust scope privately,"Clarify that velocity is an observation for forecasting, not a target; focus on Sprint Goals and outcomes",Switch to longer Sprints to achieve the target,Add more Developers to increase points immediately,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,"Scrum commits to the Sprint Goal, not fixed scope. Overpromising scope harms adaptability and empiricism.",Predictability claims are false tradeoffs that often reduce learning and quality.,1,"A major stakeholder claims success because 30 features shipped this quarter, but usage and retention fell. What should the Product Owner highlight?",B,Celebrate output; outcomes will catch up later,Shift focus to outcome metrics tied to the Product Goal and re-order work to improve them,Increase velocity to ship more features next quarter,Stop releasing until retention stabilizes,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,"Sprint Review is for inspection and adaptation, not live coding. Capture insights, update ordering, and plan releases when valuable.","Live coding or time promises undermine focus, quality, and empiricism.",1,A Product Owner promises exact scope each Sprint to keep stakeholders calm. What is the risk with respect to Scrum?,B,None; it increases predictability,It conflates forecast with commitment and pressures Developers to protect scope over achieving the Sprint Goal and learning,It forces better estimates,It speeds up releases,,,,,,,
multiplechoice,PSPO I,Outcome vs Output,Yes,"Refocus on outcome measures and value slices; velocity is a tool, not the target.",Velocity worship confuses output with value and may degrade outcomes.,1,"During Sprint Review, stakeholders ask for immediate changes. Developers can implement some quickly. What should the Product Owner do?",B,Direct Developers to code changes during the Review,"Capture requests transparently, re-order the Product Backlog, and decide on release timing independent of the event",Extend the Review until changes are built,Promise delivery within 24 hours,,,,,,,
multiplechoice,PSPO I,PO Authority,Yes,Testing the riskiest assumption early supports empiricism and can maximize value by avoiding waste.,"Rigid sequencing, secrecy, or delegating PO decisions undermine value and transparency.",1,"Developers are optimizing velocity by breaking work into many tiny tasks, but customer outcomes are flat. What should the Product Owner do?",B,Encourage maintaining high velocity as the primary success metric,"Shift goals and ordering to outcomes, adjust measures, and collaborate on slicing PBIs by value rather than task count",Double the team size to raise velocity further,Reduce Sprint length until velocity improves further,,,,,,,
multiplechoice,PSPO I,Value Maximization,Yes,"When expected value is similar, reducing significant risk can be value-maximizing by increasing likelihood of achieving the Product Goal.",Visibility and randomness ignore risk. Splitting Sprints violates timeboxing.,1,The roadmap shows outcomes improving only after building 10 features. Data suggests one experiment could validate the core assumption sooner. What is the best Product Owner move?,B,Stick to the 10-feature sequence to avoid rework,Order the experiment to test the riskiest assumption early and adapt based on learning,Hide the experiment from stakeholders until it succeeds,Ask the Scrum Master to own the experiment decision,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,Releases are independent of Sprint end; ship when valuable and when the Increment meets DoD.,Delaying increases risk. Canceling or emergency Sprints break Scrum cadence unnecessarily.,1,Two items are tied on expected value. One reduces a major dependency risk. The other is a visible feature for a key customer. What should the Product Owner prefer?,B,Always choose the visible feature,Favor the risk-reducing item if it meaningfully increases the chance of meeting the Product Goal,Pick randomly to stay unbiased,Split the Sprint to do both now,,,,,,,
multiplechoice,PSPO I,Release vs Sprint Decisions,Yes,The Sprint Goal is the commitment; the selected PBIs form a forecast adjusted as learning occurs.,Committing to PBIs or velocity misrepresents Scrum commitments.,1,A security patch is ready mid-Sprint. Users are impacted by the vulnerability. What should the Product Owner do?,B,Wait until Sprint end to release,Release the Increment now if it meets the Definition of Done; Sprint boundaries don't limit releases,Cancel the Sprint to release,Create an emergency Sprint,,,,,,,
